date,dexalus,dexcaus,dexjpus,dexszus,dexukus
2005-02-09,1.3014055179593962,1.2511,105.84,1.217,0.5381552039608223
2005-02-10,1.2777919754663942,1.2406,105.69,1.2087,0.5345306820611503
2005-02-11,1.2733987011333248,1.238,105.75,1.2095,0.5359056806002144
2005-02-14,1.2671059300557526,1.2342,104.94,1.1975,0.5286250462546915
2005-02-15,1.2717792191275594,1.2336,104.47,1.1938,0.5292685508627077
2005-02-16,1.278935925310142,1.2421,105.62,1.1911,0.5324813631522897
2005-02-17,1.2685525815045033,1.231,105.4,1.1825,0.5277044854881267
2005-02-18,1.2693577050012694,1.2294,105.69,1.1822,0.527732334160114
2005-02-21,,,,,
2005-02-22,1.2594458438287153,1.2301,104.15,1.1617,0.5237795935470354
2005-02-23,1.272264631043257,1.2402,104.96,1.1638,0.5244938634217979
2005-02-24,1.2704865963664083,1.2435,105.41,1.1691,0.5234505862646566
2005-02-25,1.2733987011333248,1.2407,105.21,1.1686,0.522220481487284
2005-02-28,1.2594458438287153,1.2295,104.25,1.1585,0.5195075068834745
2005-03-01,1.2743723716069837,1.2425,104.37,1.1654,0.5206706237634072
