date,dexalus,dexcaus,dexjpus,dexszus,dexukus
2008-01-10,1.1247328759419637,1.0139,109.38,1.1069,0.5111167901865576
2008-01-11,1.120197154699227,1.0198,109.11,1.1026,0.5104124132298897
2008-01-14,1.1134617525887986,1.021,108.18,1.0928,0.5106469897359955
2008-01-15,1.1267605633802817,1.0167,107.07,1.0917,0.5083625641807737
2008-01-16,1.1389521640091116,1.0238,107.27,1.1008,0.5092168245238823
2008-01-17,1.1328877308258751,1.029,107.01,1.0993,0.506482982171799
2008-01-18,1.1416828405069073,1.0294,106.82,1.101,0.5120589891955553
2008-01-21,,,,,
2008-01-22,1.1515430677107323,1.0248,106.76,1.0986,0.5108034938958983
2008-01-23,1.1555350127108852,1.0282,105.42,1.0898,0.5124263387138099
2008-01-24,1.1376564277588168,1.0071,106.68,1.0869,0.5067653169817058
2008-01-25,1.1341726210729273,1.0044,107.31,1.0986,0.504999495000505
2008-01-28,1.1321181931393638,1.0042,106.65,1.0878,0.503600745329103
2008-01-29,1.1242270938729624,0.9978,107.08,1.094,0.503600745329103
2008-01-30,1.1244799280332847,0.9936,107.25,1.0927,0.5030181086519114
2008-01-31,1.1150758251561106,1.0018,106.74,1.0845,0.5026388539834129
2008-02-01,1.1068068622025458,0.9939,106.3,1.0821,0.5079494082389394
2008-02-04,1.0999890001099988,0.9927,106.73,1.0892,0.5056378621631188
2008-02-05,1.1114816049794376,1.0043,106.94,1.1005,0.5095281769081831
2008-02-06,1.1132138483802738,1.0023,106.75,1.0977,0.5100999795960008
2008-02-07,1.1183180496533214,1.0115,106.82,1.1049,0.5149330587023687
2008-02-08,1.1179429849077698,0.9994,107.34,1.1038,0.5135315565141478
2008-02-11,1.1077877478675087,1.0018,106.64,1.1023,0.5131889561736631
2008-02-12,1.103996467211305,0.9963,107.42,1.1006,0.5096320456630313
2008-02-13,1.1193194537721065,0.9992,108.15,1.1074,0.5097359567743909
2008-02-14,1.1069293779056897,0.9967,107.97,1.0984,0.5074081591231987
2008-02-15,1.1026574043444701,1.0013,107.67,1.0913,0.5098659052669148
2008-02-18,,,,,
2008-02-19,1.0866021949364337,1.0159,107.5,1.093,0.5125313925477936
2008-02-20,1.0931351114997814,1.0188,107.97,1.1003,0.515331100231899
2008-02-21,1.0862480990658268,1.0083,107.6,1.0916,0.5098399102681758
2008-02-22,1.0863661053775122,1.0155,106.98,1.0856,0.508440105755542
2008-02-25,1.0831889081455806,0.9982,107.88,1.0856,0.508440105755542
2008-02-26,1.076194575979337,0.9861,107.73,1.0849,0.5064060363599534
2008-02-27,1.0619093129446746,0.9776,106.38,1.0637,0.5019324398935904
2008-02-28,1.0567473317129874,0.9717,105.64,1.0533,0.5030434126465114
2008-02-29,1.0672358591248665,0.9796,104.19,1.0435,0.5034232782923883
2008-03-03,1.0628122010840686,0.9867,103.57,1.0431,0.5037783375314862
2008-03-04,1.0837758751490192,0.9954,102.67,1.0354,0.5036768409388536
2008-03-05,1.0730765103551885,0.9897,103.99,1.0364,0.5015296654797131
2008-03-06,1.0733068584308254,0.9847,103.1,1.0291,0.4981816370248593
2008-03-07,1.0772379618657761,0.9916,102.69,1.025,0.4968203497615262
2008-03-10,1.0896807235480004,0.9975,101.8,1.0192,0.495884161459883
2008-03-11,1.0811979673478214,0.9953,102.87,1.0292,0.4989770969512499
2008-03-12,1.072731173567904,0.9895,102.38,1.0217,0.49478007025877
2008-03-13,1.06258633513973,0.9841,100.58,1.0116,0.4923440500221555
2008-03-14,1.0671219720414042,0.9867,100.2,1.0072,0.4927564797477087
2008-03-17,1.088850174216028,0.9977,96.88,0.986,0.4998000799680128
2008-03-18,1.07863229425089,0.9938,98.23,0.9899,0.4946576968737634
2008-03-19,1.085304970696766,1.0027,99.34,1.0006,0.5035753852351696
2008-03-20,1.1163206072784102,1.0265,98.79,1.0107,0.5044645109216567
2008-03-21,1.109139307897072,1.0239,99.4,1.0085,0.5043881771411278
2008-03-24,1.1035091591260207,1.0203,100.77,1.023,0.5037275841225065
2008-03-25,1.094570928196147,1.0176,100.07,1.0088,0.5000750112516877
2008-03-26,1.087429317094389,1.018,99.12,0.9955,0.4995254508217193
2008-03-27,1.0867202782003913,1.0146,99.87,0.9932,0.4975867044832562
2008-03-28,1.08837614279495,1.018,99.71,0.9981,0.5027652086475616
2008-03-31,1.0950503723171265,1.0275,99.85,0.9921,0.503651473180559
2008-04-01,1.1029006286533585,1.0268,101.77,1.0108,0.5057145746940427
2008-04-02,1.0948105977665863,1.0173,102.77,1.0148,0.5043627376809402
2008-04-03,1.0926573426573427,1.0079,102.21,1.0079,0.5009769049646812
2008-04-04,1.085304970696766,1.0088,101.75,1.0052,0.5013285205795358
2008-04-07,1.0782833728703904,1.0108,102.62,1.0144,0.503651473180559
2008-04-08,1.0778184953653804,1.0151,102.55,1.014,0.5078720162519045
2008-04-09,1.0772379618657761,1.0192,101.83,1.0019,0.5069451485349286
2008-04-10,1.0725010725010724,1.0178,101.71,1.0051,0.5065342923715935
2008-04-11,1.0764262648008611,1.0216,101.09,1.0016,0.507433906733648
2008-04-14,1.0835410120273052,1.0207,100.87,0.9975,0.5046427129592249
2008-04-15,1.0816657652785289,1.0181,101.33,1.0019,0.5095022163346411
2008-04-16,1.0642826734780757,1.0021,101.4,0.9979,0.5061753391374773
2008-04-17,1.0672358591248665,1.0107,102.22,1.0025,0.5023106288929075
2008-04-18,1.0759629868732516,1.0084,104.56,1.0253,0.5008765339343851
2008-04-21,1.0617965597791463,1.0066,103.38,1.0121,0.5047191238076011
2008-04-22,1.0573059843518715,1.0033,102.7,1.0004,0.500150045013504
2008-04-23,1.0539629005059021,1.0194,103.55,1.0146,0.5054078641463662
2008-04-24,1.06439595529537,1.0131,104.2,1.0341,0.5072022722661798
2008-04-25,1.0718113612004287,1.0163,104.17,1.0335,0.5042101547925175
2008-04-28,1.06439595529537,1.0158,104.3,1.0339,0.5023106288929075
2008-04-29,1.0698619878035733,1.0128,103.4,1.0329,0.5064060363599534
2008-04-30,1.0616838305552607,1.0092,104.53,1.0422,0.5038544868242052
2008-05-01,1.0708931248661384,1.0187,104.04,1.0478,0.5063547521393488
2008-05-02,1.067691650651292,1.0182,105.33,1.0562,0.5061753391374773
2008-05-05,1.0577533319229955,1.0125,105.12,1.0539,0.5081559022308044
2008-05-06,1.0547410610695074,1.0036,104.54,1.0485,0.5064060363599534
2008-05-07,1.0608953957139826,1.002,105.28,1.0583,0.5122425980944576
2008-05-08,1.0604453870625663,1.0149,103.87,1.051,0.5116921659929387
2008-05-09,1.0619093129446746,1.0062,103.01,1.0432,0.5131889561736631
2008-05-12,1.0563008344776592,1.0037,103.83,1.0443,0.5097879282218597
2008-05-13,1.0615711252653928,0.9996,104.41,1.049,0.5136106831022085
2008-05-14,1.069747539580659,1.0018,105.2,1.0558,0.5141123849673539
2008-05-15,1.0621348911311737,0.9996,104.61,1.0531,0.513136288998358
2008-05-16,1.0482180293501049,0.9966,103.86,1.0448,0.5107252298263534
2008-05-19,1.049097775912715,0.9914,104.55,1.0545,0.5135579293344289
2008-05-20,1.0417751849150954,0.9928,103.66,1.0376,0.5074854097944684
2008-05-21,1.0369141435089175,0.984,103.34,1.0297,0.5084142559357364
2008-05-22,1.0469011725293131,0.9861,104.03,1.0324,0.5054334091483447
2008-05-23,1.0407993338884263,0.9883,103.22,1.0235,0.5045917852457362
2008-05-26,,,,,
2008-05-27,1.0429703796412182,0.9932,103.98,1.0284,0.506303478304896
2008-05-28,1.0399334442595674,0.9913,104.69,1.0382,0.5048975058063213
2008-05-29,1.0476689366160292,0.9871,105.52,1.048,0.5060984867655246
2008-05-30,1.0470107842110774,0.9938,105.46,1.0426,0.5052291214065578
2008-06-02,1.0473397570171763,1.0011,104.41,1.0379,0.5084918132818061
2008-06-03,1.0476689366160292,1.0051,105.29,1.0437,0.5089058524173028
2008-06-04,1.041124414367517,1.0145,104.99,1.0408,0.511561285041948
2008-06-05,1.0452597470471412,1.0195,106,1.0398,0.5111690436027194
2008-06-06,1.0413412475268145,1.0187,105.33,1.0237,0.5077430820005078
2008-06-09,1.0500892575868948,1.0223,106.06,1.0237,0.5061241016297197
2008-06-10,1.058425063505504,1.0241,107.19,1.0404,0.5116921659929387
2008-06-11,1.054073995994519,1.017,106.77,1.0328,0.5090094675760969
2008-06-12,1.070434596446157,1.023,107.94,1.0441,0.5136898340781836
2008-06-13,1.0649627263045793,1.0282,107.92,1.0485,0.5129257283545343
2008-06-16,1.0633772862611655,1.021,108.19,1.0435,0.5092427560217956
2008-06-17,1.0606703436571914,1.0201,108.03,1.0428,0.511665984445354
2008-06-18,1.0592098294672174,1.0186,108.05,1.0413,0.5109862033725089
2008-06-19,1.052742393936204,1.013,107.95,1.0457,0.506868062243398
2008-06-20,1.0482180293501049,1.0173,107.42,1.0345,0.5066626133657597
2008-06-23,1.0518565267697486,1.0161,107.89,1.0474,0.5099699117752052
2008-06-24,1.0446046171524077,1.0135,107.76,1.0384,0.507433906733648
2008-06-25,1.0482180293501049,1.0134,108.29,1.0424,0.508336722244815
2008-06-26,1.0446046171524077,1.0121,107.29,1.0274,0.5031952900920847
2008-06-27,1.040582726326743,1.012,106.28,1.0205,0.5015548199418196
2008-06-30,1.0458063166701526,1.0185,106.17,1.0202,0.5023610971566362
2008-07-01,1.048767697954903,1.022,105.73,1.0183,0.5017561465127948
2008-07-02,1.0379904504878554,1.0127,105.87,1.0151,0.5018820577164367
2008-07-03,1.0412328196584757,1.0204,106.79,1.0273,0.5044136191677175
2008-07-04,,,,,
2008-07-07,1.0492078480747036,1.0174,107.55,1.0328,0.5076915266284205
2008-07-08,1.0489877268435959,1.0205,107.35,1.0324,0.5080010160020321
2008-07-09,1.0432968179447053,1.0108,107.12,1.0301,0.5047445992327881
2008-07-10,1.0393929944912172,1.0103,107.03,1.0282,0.5056378621631188
2008-07-11,1.0336985734959685,1.0093,106.14,1.0179,0.5026388539834129
2008-07-14,1.0287007509515482,1.006,106.18,1.0162,0.5018820577164367
2008-07-15,1.0207206287639072,1.0015,104.78,1.0089,0.4991016170892393
2008-07-16,1.0244851961889152,1.002,104.64,1.0148,0.5001250312578145
2008-07-17,1.0256410256410258,1.0018,105.82,1.0197,0.4990518015770037
2008-07-18,1.0279605263157894,1.0053,106.75,1.0207,0.5003752814610959
2008-07-21,1.0257462303826033,1.0019,106.74,1.0207,0.5005255518294209
2008-07-22,1.029336078229542,1.0083,107.11,1.0283,0.5014793641241663
2008-07-23,1.03777501037775,1.0088,107.68,1.0372,0.4994755506717946
2008-07-24,1.044932079414838,1.0114,107.62,1.039,0.5042355788624445
2008-07-25,1.0458063166701526,1.0167,107.89,1.0386,0.5030181086519114
2008-07-28,1.0448229025180233,1.022,107.49,1.0332,0.5014290728576443
2008-07-29,1.051745898190997,1.026,108.19,1.0454,0.5049229992426155
2008-07-30,1.0599957600169598,1.024,108.17,1.0484,0.5047955577990914
2008-07-31,1.0621348911311737,1.0261,108.1,1.0489,0.5048975058063213
2008-08-01,1.0733068584308254,1.0251,107.59,1.048,0.5065086359722434
2008-08-04,1.0753844499408538,1.0355,108.23,1.0492,0.5100479445067837
2008-08-05,1.0920607185759528,1.0425,108.2,1.0548,0.5119803399549457
2008-08-06,1.1015642211940955,1.047,109.39,1.0602,0.513373376456697
2008-08-07,1.1014428901861437,1.051,109.44,1.0617,0.514429754617007
2008-08-08,1.1217049915872126,1.0677,110.09,1.0801,0.5210232897410514
2008-08-11,1.1275228323373547,1.0673,110.08,1.0828,0.5223568742164647
2008-08-12,1.1419435879867534,1.0641,109.78,1.088,0.5261773217574323
2008-08-13,1.1527377521613833,1.0658,108.71,1.0855,0.5352745958676801
2008-08-14,1.1482374555057986,1.0621,109.75,1.0911,0.5343307507347048
2008-08-15,1.152604887044721,1.0609,110.48,1.096,0.5361642807356174
2008-08-18,1.1478420569329661,1.0603,110.07,1.0959,0.5355325871579286
2008-08-19,1.148105625717566,1.0606,109.68,1.0927,0.5360493165371214
2008-08-20,1.1478420569329661,1.0627,109.98,1.1008,0.5375477073590281
2008-08-21,1.1383039271485487,1.0454,108.35,1.0862,0.5331058748267407
2008-08-22,1.1508804235239958,1.0456,109.88,1.097,0.5392579810181191
2008-08-25,1.152604887044721,1.0463,109.11,1.0926,0.5380104374024856
2008-08-26,1.1680878402055834,1.0486,109.83,1.1004,0.5438625115570783
2008-08-27,1.16918040453642,1.0483,109.72,1.1009,0.5459111256687411
2008-08-28,1.1603620329542816,1.0527,109.56,1.0994,0.5475251861585633
2008-08-29,1.1678150181011329,1.0631,108.69,1.1019,0.5497526113249038
2008-09-01,,,,,
2008-09-02,1.1961722488038278,1.0698,108.85,1.107,0.5601299501484344
2008-09-03,1.1973180076628351,1.061,108.18,1.1055,0.561955605507165
2008-09-04,1.2051096649795132,1.064,107.76,1.1094,0.5653230821414439
2008-09-05,1.2335019119279635,1.0637,106.96,1.111,0.5653870074065698
2008-09-08,1.22684333210649,1.0694,107.91,1.1306,0.570027931368637
2008-09-09,1.2374706100730106,1.0677,107.1,1.125,0.565866908103214
2008-09-10,1.2444001991040319,1.0735,107.86,1.136,0.5698979882601015
2008-09-11,1.2534469791927803,1.0797,106.66,1.1395,0.5715265474081271
2008-09-12,1.2239902080783354,1.0606,107.51,1.1335,0.5587840858292356
2008-09-15,1.2376237623762376,1.067,105.67,1.1194,0.5593779716954747
2008-09-16,1.2596044841919636,1.0737,105.11,1.1199,0.5617346365576902
2008-09-17,1.2769761205465457,1.0788,104.71,1.1208,0.5588153115395361
2008-09-18,1.2517211165352358,1.0696,104.85,1.0988,0.5498735290883097
2008-09-19,1.2065637065637065,1.0469,107.18,1.1107,0.5465376837732961
2008-09-22,1.1846937566639024,1.0383,106.35,1.0834,0.5410084397316598
2008-09-23,1.1926058437686344,1.0355,105.8,1.0813,0.5388511693070375
2008-09-24,1.1953143676786995,1.0351,106.03,1.0889,0.5404821100421576
2008-09-25,1.1961722488038278,1.0338,106.48,1.0883,0.5433010974682169
2008-09-26,1.20598166907863,1.0352,106.06,1.089,0.5434782608695652
2008-09-29,1.2307692307692308,1.0393,105.1,1.0964,0.5542008423852804
2008-09-30,1.2651821862348178,1.0597,105.94,1.1189,0.5616715344866322
2008-10-01,1.2599218848431397,1.0607,106.06,1.1209,0.5616715344866322
2008-10-02,1.287001287001287,1.0769,105.3,1.1339,0.5664117813650523
2008-10-03,1.2903225806451613,1.0815,105.76,1.1295,0.5636978579481398
2008-10-06,1.4007564084605688,1.1027,101.26,1.1456,0.5753739930955121
2008-10-07,1.3858093126385809,1.1055,102.3,1.1399,0.5684402000909504
2008-10-08,1.4947683109118086,1.1246,99.73,1.1272,0.5777007510109763
2008-10-09,1.4255167498218104,1.1483,100.67,1.1311,0.5805515239477503
2008-10-10,1.5311590874291838,1.19,99.44,1.1221,0.5869577977343429
2008-10-13,,,,,
2008-10-14,1.417635384179189,1.1599,102.17,1.1347,0.5720169317011784
2008-10-15,1.4634860237084735,1.1804,101.47,1.1346,0.5736576411197797
2008-10-16,1.4907573047107932,1.1953,100.46,1.1332,0.5799454851243984
2008-10-17,1.4478065730418417,1.182,101.4,1.1339,0.5778008898133703
2008-10-20,1.4349261013057828,1.1977,101.74,1.1511,0.5836348780203104
2008-10-21,1.467782181124321,1.2208,100.43,1.1581,0.593930035041872
2008-10-22,1.4929829799940282,1.2496,98.63,1.1656,0.6182762458266353
2008-10-23,1.502178158329578,1.2573,97.6,1.1625,0.6180087757246152
2008-10-24,1.6220600162206,1.2735,92.64,1.1526,0.6397543343356151
2008-10-27,1.6466326362588508,1.2935,93.28,1.1581,0.6463288521199587
2008-10-28,1.599488163787588,1.2942,95.68,1.1612,0.641395676993137
2008-10-29,1.4963339817447254,1.2302,97.48,1.1371,0.6135722174499939
2008-10-30,1.4936519790888723,1.2229,97.47,1.145,0.6146281499692686
2008-10-31,1.52114390021296,1.2158,98.28,1.1669,0.6186204763377667
2008-11-03,1.465630954125751,1.1866,98.95,1.1681,0.630715862503942
2008-11-04,1.4275517487508922,1.1502,100.48,1.1627,0.6213109661385524
2008-11-05,1.4343086632243258,1.159,98.95,1.1606,0.6189650903689032
2008-11-06,1.4727540500736376,1.1816,98.04,1.1745,0.6323510813203491
2008-11-07,1.4867677668748143,1.183,98.15,1.1761,0.6333924499619965
2008-11-10,1.4803849000740192,1.1948,97.96,1.1784,0.6394270733422853
2008-11-11,,,,,
2008-11-12,1.5506280043417584,1.2296,95.54,1.179,0.6661337596589395
2008-11-13,1.5620118712902218,1.2311,95.95,1.1995,0.6757213325224677
2008-11-14,1.508978421608571,1.2241,96.66,1.187,0.6729475100942126
2008-11-17,1.5239256324291375,1.2213,97.03,1.1954,0.6653359946773121
2008-11-18,1.5209125475285172,1.2237,97.38,1.1976,0.6648052120728627
2008-11-19,1.5382248884786955,1.237,96.75,1.2103,0.6624710168930109
2008-11-20,1.6152479405588758,1.285,94.98,1.2197,0.6761782405842179
2008-11-21,1.598976654940838,1.2849,95.42,1.2237,0.6749460043196545
2008-11-24,1.5382248884786955,1.2246,96.69,1.1968,0.6588917440864466
2008-11-25,1.5413070283600492,1.2214,95.53,1.1863,0.651508241579256
2008-11-26,1.5455950540958268,1.2338,95.46,1.2064,0.6571165724799579
2008-11-27,,,,,
2008-11-28,1.527650473571647,1.236,95.46,1.2165,0.6515506906437321
2008-12-01,1.5511090429657204,1.237,93.71,1.2076,0.6738544474393531
2008-12-02,1.552072016141549,1.2422,93.64,1.2062,0.6689410662920597
2008-12-03,1.54273372415921,1.2573,93.25,1.2142,0.6764526821348847
2008-12-04,1.532097441397273,1.254,92.78,1.1971,0.6760868095463457
2008-12-05,1.5765410688948447,1.2971,92.18,1.2238,0.6846501437765302
2008-12-08,1.5051173991571343,1.257,92.77,1.2036,0.6742633672712561
2008-12-09,1.5151515151515151,1.2602,92.44,1.2062,0.676773145641581
2008-12-10,1.5117157974300832,1.2553,92.94,1.1949,0.6743088334457181
2008-12-11,1.475143826523086,1.2181,91.96,1.1872,0.6687621213134488
2008-12-12,1.519756838905775,1.2453,91.26,1.1796,0.6723141051499261
2008-12-15,1.4896469536719796,1.235,90.68,1.159,0.6545359340227779
2008-12-16,1.4760147601476015,1.2238,89.98,1.1406,0.6527415143603134
2008-12-17,1.4353380221042056,1.2058,87.84,1.0852,0.6469560716827327
2008-12-18,1.4316392269148175,1.1962,89.81,1.0775,0.6621201085876978
2008-12-19,1.4692918013517484,1.2273,89.48,1.1105,0.6732193348592971
2008-12-22,1.4637002341920373,1.2188,90.07,1.0949,0.6754474839581223
2008-12-23,1.4697236919459142,1.216,90.57,1.0856,0.6774608766343744
2008-12-24,1.464986815118664,1.2125,90.68,1.0788,0.6815238874122538
2008-12-25,,,,,
2008-12-26,1.4675667742882301,1.2207,90.65,1.07,0.6802721088435374
2008-12-29,1.4388489208633095,1.2162,90.2,1.0414,0.6853539853334247
2008-12-30,1.4480162177816391,1.2215,90.37,1.0567,0.6946856547412296
2008-12-31,1.4320492624946297,1.224,90.79,1.0673,0.6840413160954921
2009-01-01,,,,,
2009-01-02,1.4118311449950585,1.2101,91.12,1.0685,0.6887052341597797
2009-01-05,1.3993842709207949,1.192,93.2,1.1077,0.6848376934666485
2009-01-06,1.3914011409489355,1.1822,94.2,1.1212,0.6767273465520741
2009-01-07,1.3865779256794233,1.185,92.7,1.0941,0.6555657532450504
2009-01-08,1.4142271248762552,1.189,91.15,1.0925,0.6583278472679395
2009-01-09,1.4158289678606824,1.192,90.25,1.1096,0.6562110374696503
2009-01-12,1.4675667742882301,1.2075,88.92,1.1139,0.6744452687664396
2009-01-13,1.4981273408239701,1.2255,89.65,1.1212,0.6883259911894273
2009-01-14,1.506024096385542,1.2373,89.28,1.1179,0.684134911404529
2009-01-15,1.5248551387618174,1.2623,89.59,1.1232,0.6848376934666485
2009-01-16,1.5015015015015014,1.254,90.29,1.1177,0.6785641582411617
2009-01-19,,,,,
2009-01-20,1.52114390021296,1.2604,90.19,1.1432,0.7131141695785495
2009-01-21,1.539645881447267,1.2749,87.8,1.1473,0.7284382284382285
2009-01-22,1.528117359413203,1.2624,88.64,1.1538,0.7225433526011561
2009-01-23,1.5332720024532351,1.2478,88.72,1.1629,0.732171621027969
2009-01-26,1.51285930408472,1.22,89.25,1.1437,0.7163323782234957
2009-01-27,1.5146925174189638,1.2292,88.99,1.1388,0.7068136839129205
2009-01-28,1.4927601134497686,1.2096,88.87,1.1442,0.6984703499336453
2009-01-29,1.5267175572519083,1.2187,89.77,1.1507,0.7011639321273314
2009-01-30,1.567398119122257,1.2365,89.83,1.1612,0.6938180808991882
2009-02-02,1.5822784810126582,1.2408,89.86,1.164,0.7028394714647175
2009-02-03,1.5441630636195183,1.2334,89.09,1.1419,0.6947339169098236
2009-02-04,1.5386982612709648,1.2268,89.53,1.1579,0.6909894969596462
2009-02-05,1.5292858235204159,1.2307,91.01,1.1654,0.6833868653044488
2009-02-06,1.4892032762472078,1.2388,91.95,1.1694,0.676818950930626
2009-02-09,1.4632718759145449,1.219,91.47,1.1566,0.6695232994108195
2009-02-10,1.517680983457277,1.2332,90.65,1.1535,0.6847439057792386
2009-02-11,1.5269506794930523,1.2418,90.66,1.1599,0.6960395350455906
2009-02-12,1.5368065160596283,1.2478,90.55,1.1634,0.7018528916339135
2009-02-13,1.5163002274450341,1.2435,91.84,1.1581,0.6933851060879213
2009-02-16,,,,,
2009-02-17,1.5659254619480114,1.2606,92.17,1.1744,0.7030371203599549
2009-02-18,1.5661707126076743,1.2592,93.81,1.1813,0.7024938531787847
2009-02-19,1.5503875968992247,1.259,94.09,1.1742,0.6989585517578807
2009-02-20,1.5578750584203147,1.2543,93.87,1.1681,0.6976906439684644
2009-02-23,1.5489467162329618,1.2508,94.63,1.1633,0.6871435442864015
2009-02-24,1.555451858764971,1.2468,96.6,1.167,0.6940588561910049
2009-02-25,1.5441630636195183,1.2558,97.33,1.1646,0.7010164738871363
2009-02-26,1.5299877600979193,1.2455,98.55,1.1647,0.6972528238739367
2009-02-27,1.5578750584203147,1.271,97.74,1.1672,0.7004763239002522
2009-03-02,1.5870496746548166,1.2891,97.17,1.1723,0.714847380084352
2009-03-03,1.5654351909830932,1.2937,98.16,1.1755,0.7125552230297848
2009-03-04,1.5386982612709648,1.2768,99.34,1.1762,0.7071135624381276
2009-03-05,1.560549313358302,1.2875,98.32,1.1727,0.7080147267063155
2009-03-06,1.560549313358302,1.2865,97.88,1.1525,0.7087172218284904
2009-03-09,1.5845349389954049,1.2995,98.87,1.1634,0.7269026677327907
2009-03-10,1.544878727019929,1.2796,98.39,1.154,0.7225433526011561
2009-03-11,1.5391719255040788,1.2808,97.74,1.1585,0.725689404934688
2009-03-12,1.544878727019929,1.2909,97.86,1.1893,0.7240605314604301
2009-03-13,1.5206812652068127,1.2752,98.04,1.188,0.71571714858288
2009-03-16,1.5126304643775526,1.2723,98.17,1.1819,0.7096728408203818
2009-03-17,1.5172204521316948,1.2717,98.85,1.1826,0.713368526180625
2009-03-18,1.517680983457277,1.2715,98.08,1.1667,0.7156147130385001
2009-03-19,1.4436263894904,1.2336,93.85,1.1184,0.6856829402084477
2009-03-20,1.4509576320371445,1.237,96.18,1.1243,0.6927606511950121
2009-03-23,1.429796968830426,1.2322,97.3,1.129,0.6898454746136865
2009-03-24,1.4251104460595696,1.2263,97.86,1.1285,0.678886625933469
2009-03-25,1.42673705236125,1.2245,97.7,1.1239,0.6856359273225917
2009-03-26,1.4240956992309883,1.2327,98.47,1.1272,0.689797889218459
2009-03-27,1.439677512237259,1.2392,97.99,1.1435,0.6980802792321117
2009-03-30,1.473187978786093,1.2582,97.44,1.1532,0.7068136839129205
2009-03-31,1.444043321299639,1.2606,99.15,1.1395,0.6993006993006994
2009-04-01,1.4407145944388415,1.264,98.93,1.1465,0.6943480072212194
2009-04-02,1.3948946854512485,1.238,99.48,1.1349,0.6802721088435374
2009-04-03,1.4078558355624384,1.2335,99.94,1.1321,0.6756300249983109
2009-04-06,1.4082523588227012,1.2427,100.65,1.1388,0.6797172376291463
2009-04-07,1.3966480446927374,1.2339,100.71,1.1443,0.6782419967444384
2009-04-08,1.4064697609001406,1.2353,99.95,1.1459,0.6806425265450585
2009-04-09,1.3950892857142858,1.2273,100.43,1.1583,0.6838542022840731
2009-04-10,1.3910140492418974,1.2273,100.3,1.1575,0.683293474547318
2009-04-13,1.37211855104281,1.221,100.12,1.1356,0.6742633672712561
2009-04-14,1.372495196266813,1.2093,99.08,1.1387,0.6708257865432348
2009-04-15,1.3835085777531821,1.204,99.37,1.1453,0.66711140760507
2009-04-16,1.3886960144424387,1.2062,99.29,1.1471,0.6707357971694949
2009-04-17,1.3881177123820099,1.2146,99.21,1.1674,0.6766815536608473
2009-04-20,1.4245014245014247,1.2338,98.29,1.1713,0.6881365262868153
2009-04-21,1.409443269908386,1.2373,98.6,1.1654,0.6808278867102396
2009-04-22,1.4066676044450697,1.2361,98.14,1.1634,0.6898454746136865
2009-04-23,1.4074595355383532,1.2291,97.88,1.1581,0.683293474547318
2009-04-24,1.3850415512465375,1.2095,97.08,1.1368,0.6804109682248077
2009-04-27,1.397233477714126,1.2106,96.57,1.1472,0.6812917291184085
2009-04-28,1.419849495953429,1.2238,96.49,1.1517,0.684603272403642
2009-04-29,1.3758943313153549,1.2008,96.97,1.1309,0.6755843804891231
2009-04-30,1.3666803334700013,1.1939,98.76,1.1402,0.6757213325224677
2009-05-01,1.3717421124828533,1.1868,99.24,1.1364,0.6719978496068812
2009-05-04,1.353546291283162,1.1779,99.12,1.1289,0.6673340006673341
2009-05-05,1.3448090371167294,1.1758,98.76,1.1297,0.6622955162593549
2009-05-06,1.3392259274139546,1.1726,98.6,1.1313,0.6638783774812455
2009-05-07,1.3194352816994326,1.1714,99,1.1278,0.6658232904987016
2009-05-08,1.3142331449599158,1.158,99.01,1.1202,0.6626905235255136
2009-05-11,1.3133701076963489,1.1591,97.45,1.1067,0.6602839220864972
2009-05-12,1.309757694826457,1.1671,96.59,1.1052,0.6561679790026247
2009-05-13,1.321003963011889,1.1686,95.75,1.1061,0.6594131223211342
2009-05-14,1.320480654958405,1.1726,95.62,1.106,0.6581112207963146
2009-05-15,1.3287270794578794,1.1756,94.89,1.1132,0.6569438969911969
2009-05-18,1.3164823591363874,1.1656,96.05,1.1181,0.6532105297537396
2009-05-19,1.291822761917065,1.1567,96.1,1.1121,0.6451196696987291
2009-05-20,1.287001287001287,1.1434,95.16,1.1022,0.6381620931716656
2009-05-21,1.2914890869172155,1.1412,94.97,1.101,0.6343970056461333
2009-05-22,1.2733987011333248,1.1234,94.45,1.0847,0.6292474200855777
2009-05-25,,,,,
2009-05-26,1.2751849018107626,1.1199,94.81,1.0833,0.627431296273058
2009-05-27,1.27000254000508,1.112,95.01,1.0861,0.6223549912870301
2009-05-28,1.272102785905101,1.1123,96.76,1.0838,0.6267234895963901
2009-05-29,1.2510947078693857,1.0957,95.55,1.0692,0.6188118811881188
2009-06-01,1.2344155042587335,1.087,96.53,1.0688,0.607976653696498
2009-06-02,1.2204051745179398,1.0828,95.72,1.0624,0.6055101422948834
2009-06-03,1.2341108231519191,1.0973,95.72,1.0684,0.6095702529716549
2009-06-04,1.2515644555694618,1.0997,96.37,1.0679,0.6183144747418537
2009-06-05,1.2481278082875686,1.1144,98.18,1.0852,0.6243366423175376
2009-06-08,1.2737230925996688,1.1228,98.56,1.0929,0.6259389083625438
2009-06-09,1.2531328320802004,1.1042,97.6,1.0822,0.6147415011987459
2009-06-10,1.2433171702101207,1.11,98.13,1.0816,0.6122199093914534
2009-06-11,1.2202562538133008,1.0977,97.83,1.0721,0.604339155133861
2009-06-12,1.2297097884899164,1.117,98.17,1.0756,0.6052169702838467
